13 40 0.62932,-07 30 40.8498,0.424827519,-0.42
13 42 58.60145,-07 53 42.6427,0.42596145,-0.42
13 45 55.96181,-08 16 32.4689,0.427082164,-0.42
13 48 52.73894,-08 39 10.3088,0.428189499,-0.42
13 51 48.96078,-09 1 36.1455,0.429283298,-0.42
13 54 44.65466,-09 23 49.9644,0.430363407,-0.42
13 57 39.84732,-09 45 51.7525,0.43142968,-0.42
14 0 34.56491,-10 7 41.4991,0.432481973,-0.42
14 3 28.83305,-10 29 19.1946,0.433520147,-0.42
14 6 22.67680,-10 50 44.8309,0.434544068,-0.42
14 9 16.12071,-11 11 58.4012,0.435553606,-0.42
14 12 9.18880,-11 32 59.8994,0.436548634,-0.42
14 15 1.90460,-11 53 49.3203,0.437529029,-0.42
14 17 54.29116,-12 14 26.6595,0.438494675,-0.42
14 20 46.37105,-12 34 51.9129,0.439445456,-0.42
14 23 38.16639,-12 55 5.0767,0.440381261,-0.42
14 26 29.69885,-13 15 6.1474,0.441301982,-0.42
14 29 20.98966,-13 34 55.1217,0.442207517,-0.42
14 32 12.05962,-13 54 31.9958,0.443097764,-0.42
14 35 2.92913,-14 13 56.7662,0.443972626,-0.42
14 37 53.61818,-14 33 9.4288,0.444832009,-0.42
14 40 44.14636,-14 52 9.9794,0.445675822,-0.42
14 43 34.53288,-15 10 58.4129,0.446503977,-0.42
14 46 24.79657,-15 29 34.7240,0.447316389,-0.42
14 49 14.95589,-15 47 58.9065,0.448112975,-0.42
14 52 5.02894,-16 6 10.9536,0.448893656,-0.42
14 54 55.03349,-16 24 10.8575,0.449658356,-0.42
14 57 44.98692,-16 41 58.6095,0.450406999,-0.42
15 0 34.90631,-16 59 34.2002,0.451139515,-0.42
15 3 24.80839,-17 16 57.6187,0.451855835,-0.42
15 6 14.70957,-17 34 8.8533,0.452555891,-0.42
15 9 4.62593,-17 51 7.8912,0.45323962,-0.42
15 11 54.57325,-18 7 54.7180,0.453906958,-0.42
15 14 44.56699,-18 24 29.3183,0.454557848,-0.42
15 17 34.62231,-18 40 51.6754,0.45519223,-0.42
15 20 24.75407,-18 57 1.7711,0.45581005,-0.42
15 23 14.97683,-19 12 59.5859,0.456411254,-0.42
15 26 5.30486,-19 28 45.0985,0.45699579,-0.42
15 28 55.75216,-19 44 18.2867,0.45756361,-0.42
15 31 46.33240,-19 59 39.1261,0.458114666,-0.42
15 34 37.05902,-20 14 47.5913,0.458648912,-0.42
15 37 27.94516,-20 29 43.6550,0.459166304,-0.42
15 40 19.00367,-20 44 27.2882,0.459666801,-0.42
15 43 10.24715,-20 58 58.4606,0.460150363,-0.42
15 46 1.68791,-21 13 17.1398,0.46061695,-0.42
15 48 53.33802,-21 27 23.2919,0.461066527,-0.42
15 51 45.20925,-21 41 16.8813,0.461499057,-0.42
15 54 37.31312,-21 54 57.8707,0.461914508,-0.42
15 57 29.66089,-22 8 26.2209,0.462312848,-0.42
16 0 22.26355,-22 21 41.8909,0.462694046,-0.42
16 3 15.13184,-22 34 44.8381,0.463058074,-0.42
16 6 8.27622,-22 47 35.0178,0.463404903,-0.42
16 9 1.70691,-23 0 12.3839,0.463734509,-0.42
16 11 55.43387,-23 12 36.8881,0.464046866,-0.42
16 14 49.46678,-23 24 48.4804,0.464341953,-0.42
16 17 43.81509,-23 36 47.1089,0.464619746,-0.42
16 20 38.48798,-23 48 32.7201,0.464880227,-0.42
