0 47 26.55079,05 5 28.0130,0.999790005,-3.86
0 48 21.28486,05 11 13.3979,0.999717159,-3.86
0 49 16.04286,05 16 58.5331,0.99964425,-3.86
0 50 10.82504,05 22 43.4125,0.999571282,-3.86
0 51 5.63169,05 28 28.0301,0.99949826,-3.86
0 52 0.46307,05 34 12.3799,0.999425186,-3.86
0 52 55.31946,05 39 56.4560,0.999352064,-3.86
0 53 50.20112,05 45 40.2524,0.999278899,-3.86
0 54 45.10832,05 51 23.7632,0.999205695,-3.86
0 55 40.04133,05 57 6.9822,0.999132457,-3.86
0 56 35.00043,06 2 49.9036,0.999059188,-3.86
0 57 29.98589,06 8 32.5214,0.998985894,-3.86
0 58 24.99799,06 14 14.8297,0.998912579,-3.86
0 59 20.03699,06 19 56.8225,0.998839248,-3.86
1 0 15.10317,06 25 38.4939,0.998765906,-3.86
1 1 10.19681,06 31 19.8379,0.998692559,-3.86
1 2 5.31818,06 37 0.8487,0.998619212,-3.86
1 3 0.46756,06 42 41.5203,0.998545871,-3.86
1 3 55.64524,06 48 21.8469,0.998472541,-3.86
1 4 50.85149,06 54 1.8225,0.998399227,-3.86
1 5 46.08659,06 59 41.4414,0.998325937,-3.86
1 6 41.35083,07 5 20.6977,0.998252675,-3.86
1 7 36.64450,07 10 59.5855,0.998179448,-3.86
1 8 31.96789,07 16 38.0991,0.998106263,-3.86
1 9 27.32128,07 22 16.2326,0.998033125,-3.86
1 10 22.70497,07 27 53.9804,0.997960041,-3.86
1 11 18.11925,07 33 31.3366,0.997887018,-3.86
1 12 13.56443,07 39 8.2957,0.997814062,-3.86
1 13 9.04080,07 44 44.8517,0.997741179,-3.86
1 14 4.54868,07 50 20.9992,0.997668376,-3.86
1 15 0.08837,07 55 56.7325,0.99759566,-3.86
1 15 55.66017,08 1 32.0460,0.997523038,-3.86
1 16 51.26442,08 7 6.9340,0.997450514,-3.86
1 17 46.90142,08 12 41.3911,0.997378097,-3.86
1 18 42.57150,08 18 15.4118,0.997305791,-3.86
1 19 38.27499,08 23 48.9904,0.997233603,-3.86
1 20 34.01221,08 29 22.1216,0.997161539,-3.86
1 21 29.78351,08 34 54.8000,0.997089604,-3.86
1 22 25.58920,08 40 27.0200,0.997017803,-3.86
1 23 21.42964,08 45 58.7763,0.996946142,-3.86
1 24 17.30517,08 51 30.0635,0.996874623,-3.86
1 25 13.21612,08 57 0.8762,0.996803253,-3.86
1 26 9.16285,09 2 31.2091,0.996732034,-3.86
1 27 5.14570,09 8 1.0568,0.99666097,-3.86
1 28 1.16502,09 13 30.4139,0.996590064,-3.86
1 28 57.22116,09 18 59.2751,0.996519317,-3.86
1 29 53.31447,09 24 27.6350,0.996448732,-3.86
1 30 49.44529,09 29 55.4882,0.99637831,-3.86
1 31 45.61397,09 35 22.8293,0.996308052,-3.86
1 32 41.82085,09 40 49.6529,0.996237958,-3.86
1 33 38.06627,09 46 15.9536,0.996168029,-3.86
1 34 34.35058,09 51 41.7258,0.996098263,-3.86
1 35 30.67409,09 57 6.9641,0.99602866,-3.86
1 36 27.03716,10 2 31.6630,0.995959219,-3.86
1 37 23.44009,10 7 55.8168,0.995889938,-3.86
1 38 19.88321,10 13 19.4199,0.995820814,-3.86
1 39 16.36684,10 18 42.4666,0.995751847,-3.86
1 40 12.89129,10 24 4.9513,0.995683032,-3.86
1 41 9.45685,10 29 26.8682,0.995614367,-3.86
1 42 6.06384,10 34 48.2115,0.995545849,-3.86
1 43 2.71254,10 40 8.9753,0.995477476,-3.86
1 43 59.40323,10 45 29.1538,0.995409243,-3.86
1 44 56.13621,10 50 48.7411,0.995341147,-3.86
1 45 52.91174,10 56 7.7311,0.995273185,-3.86
1 46 49.73009,11 1 26.1179,0.995205354,-3.86
1 47 46.59153,11 6 43.8954,0.995137649,-3.86
1 48 43.49632,11 12 1.0576,0.995070068,-3.86
1 49 40.44471,11 17 17.5982,0.995002606,-3.86
1 50 37.43694,11 22 33.5112,0.994935261,-3.86
1 51 34.47326,11 27 48.7903,0.994868028,-3.86
1 52 31.55390,11 33 3.4294,0.994800905,-3.86
1 53 28.67909,11 38 17.4221,0.994733888,-3.86
1 54 25.84907,11 43 30.7623,0.994666974,-3.86
1 55 23.06406,11 48 43.4435,0.99460016,-3.86
1 56 20.32426,11 53 55.4594,0.994533442,-3.86
1 57 17.62990,11 59 6.8037,0.994466819,-3.86
1 58 14.98119,12 4 17.4701,0.994400287,-3.86
1 59 12.37832,12 9 27.4520,0.994333843,-3.86
2 0 9.82150,12 14 36.7431,0.994267485,-3.86
2 1 7.31093,12 19 45.3370,0.99420121,-3.86
2 2 4.84679,12 24 53.2271,0.994135017,-3.86
2 3 2.42928,12 30 0.4071,0.994068902,-3.86
2 4 0.05858,12 35 6.8704,0.994002863,-3.86
2 4 57.73487,12 40 12.6105,0.993936899,-3.86
2 5 55.45832,12 45 17.6208,0.993871008,-3.86
2 6 53.22911,12 50 21.8950,0.993805187,-3.86
2 7 51.04741,12 55 25.4263,0.993739436,-3.86
2 8 48.91339,13 0 28.2083,0.993673751,-3.86
2 9 46.82719,13 5 30.2343,0.993608133,-3.86
2 10 44.78899,13 10 31.4979,0.993542579,-3.86
2 11 42.79893,13 15 31.9923,0.993477088,-3.86
2 12 40.85717,13 20 31.7111,0.99341166,-3.86
2 13 38.96385,13 25 30.6475,0.993346292,-3.86
2 14 37.11912,13 30 28.7950,0.993280985,-3.86
2 15 35.32311,13 35 26.1469,0.993215737,-3.86
2 16 33.57595,13 40 22.6967,0.993150547,-3.86
2 17 31.87778,13 45 18.4376,0.993085415,-3.86
2 18 30.22873,13 50 13.3630,0.993020342,-3.86
2 19 28.62892,13 55 7.4662,0.992955325,-3.86
2 20 27.07848,14 0 0.7407,0.992890365,-3.86
2 21 25.57750,14 4 53.1797,0.992825463,-3.86
2 22 24.12612,14 9 44.7765,0.992760617,-3.86
2 23 22.72443,14 14 35.5246,0.992695829,-3.86
2 24 21.37255,14 19 25.4172,0.992631099,-3.86
2 25 20.07058,14 24 14.4476,0.992566427,-3.86
2 26 18.81860,14 29 2.6092,0.992501813,-3.86
2 27 17.61673,14 33 49.8953,0.99243726,-3.86
2 28 16.46504,14 38 36.2992,0.992372767,-3.86
2 29 15.36363,14 43 21.8143,0.992308336,-3.86
2 30 14.31257,14 48 6.4338,0.992243969,-3.86
2 31 13.31196,14 52 50.1512,0.992179665,-3.86
2 32 12.36187,14 57 32.9598,0.992115428,-3.86
2 33 11.46236,15 2 14.8528,0.99205126,-3.86
2 34 10.61352,15 6 55.8237,0.991987161,-3.86
2 35 9.81541,15 11 35.8658,0.991923134,-3.86
2 36 9.06810,15 16 14.9725,0.991859182,-3.86
2 37 8.37164,15 20 53.1372,0.991795307,-3.86
2 38 7.72609,15 25 30.3532,0.991731511,-3.86
2 39 7.13152,15 30 6.6139,0.991667798,-3.86
2 40 6.58797,15 34 41.9128,0.99160417,-3.86
2 41 6.09550,15 39 16.2433,0.991540631,-3.86
2 42 5.65414,15 43 49.5987,0.991477184,-3.86
2 43 5.26396,15 48 21.9727,0.991413833,-3.86
2 44 4.92499,15 52 53.3585,0.991350581,-3.86
2 45 4.63726,15 57 23.7497,0.991287432,-3.86
2 46 4.40083,16 1 53.1398,0.991224391,-3.86
2 47 4.21572,16 6 21.5224,0.991161462,-3.86
2 48 4.08198,16 10 48.8908,0.991098648,-3.86
2 49 3.99963,16 15 15.2388,0.991035956,-3.86
2 50 3.96870,16 19 40.5599,0.990973389,-3.86
2 51 3.98922,16 24 4.8476,0.990910952,-3.86
2 52 4.06123,16 28 28.0956,0.990848651,-3.86
2 53 4.18475,16 32 50.2976,0.990786491,-3.86
2 54 4.35980,16 37 11.4472,0.990724477,-3.86
2 55 4.58641,16 41 31.5382,0.990662615,-3.86
2 56 4.86460,16 45 50.5641,0.990600911,-3.86
2 57 5.19440,16 50 8.5189,0.99053937,-3.86
2 58 5.57583,16 54 25.3962,0.990477999,-3.86
2 59 6.00892,16 58 41.1899,0.990416804,-3.86
3 0 6.49367,17 2 55.8938,0.99035579,-3.86
3 1 7.03013,17 7 9.5018,0.990294965,-3.86
3 2 7.61830,17 11 22.0078,0.990234334,-3.86
3 3 8.25823,17 15 33.4057,0.990173904,-3.86
3 4 8.94992,17 19 43.6895,0.990113682,-3.86
3 5 9.69341,17 23 52.8532,0.990053674,-3.86
3 6 10.48872,17 28 0.8908,0.989993887,-3.86
3 7 11.33588,17 32 7.7965,0.989934327,-3.86
3 8 12.23492,17 36 13.5642,0.989875,-3.86
3 9 13.18588,17 40 18.1882,0.989815913,-3.86
3 10 14.18877,17 44 21.6625,0.989757072,-3.86
3 11 15.24365,17 48 23.9815,0.989698484,-3.86
3 12 16.35053,17 52 25.1392,0.989640153,-3.86
3 13 17.50946,17 56 25.1301,0.989582086,-3.86
3 14 18.72048,18 0 23.9483,0.989524289,-3.86
3 15 19.98362,18 4 21.5882,0.989466765,-3.86
3 16 21.29893,18 8 18.0440,0.989409521,-3.86
3 17 22.66643,18 12 13.3103,0.989352561,-3.86
3 18 24.08617,18 16 7.3812,0.989295888,-3.86
3 19 25.55820,18 20 0.2512,0.989239507,-3.86
3 20 27.08254,18 23 51.9147,0.989183421,-3.86
3 21 28.65923,18 27 42.3662,0.989127632,-3.86
3 22 30.28830,18 31 31.5999,0.989072144,-3.86
3 23 31.96980,18 35 19.6104,0.989016958,-3.86
3 24 33.70373,18 39 6.3920,0.988962077,-3.86
3 25 35.49014,18 42 51.9392,0.9889075,-3.86
3 26 37.32904,18 46 36.2464,0.988853229,-3.86
3 27 39.22044,18 50 19.3079,0.988799264,-3.86
3 28 41.16435,18 54 1.1183,0.988745604,-3.86
3 29 43.16078,18 57 41.6718,0.98869225,-3.86
3 30 45.20972,19 1 20.9629,0.988639201,-3.86
3 31 47.31117,19 4 58.9859,0.988586454,-3.86
3 32 49.46510,19 8 35.7352,0.988534009,-3.86
3 33 51.67150,19 12 11.2051,0.988481864,-3.86
3 34 53.93032,19 15 45.3900,0.988430015,-3.86
3 35 56.24153,19 19 18.2842,0.988378462,-3.86
3 36 58.60508,19 22 49.8820,0.988327202,-3.86
3 38 1.02091,19 26 20.1777,0.988276231,-3.86
3 39 3.48896,19 29 49.1657,0.988225547,-3.86
3 40 6.00916,19 33 16.8401,0.988175146,-3.86
3 41 8.58141,19 36 43.1953,0.988125026,-3.86
3 42 11.20564,19 40 8.2256,0.988075183,-3.86
3 43 13.88173,19 43 31.9253,0.988025615,-3.86
3 44 16.60959,19 46 54.2885,0.987976317,-3.86
3 45 19.38910,19 50 15.3097,0.987927286,-3.86
3 46 22.22013,19 53 34.9830,0.98787852,-3.86
3 47 25.10256,19 56 53.3027,0.987830014,-3.86
3 48 28.03624,20 0 10.2633,0.987781765,-3.86
3 49 31.02102,20 3 25.8588,0.987733771,-3.86
3 50 34.05677,20 6 40.0837,0.987686028,-3.86
3 51 37.14330,20 9 52.9322,0.987638532,-3.86
3 52 40.28045,20 13 4.3988,0.987591281,-3.86
3 53 43.46806,20 16 14.4776,0.987544272,-3.86
3 54 46.70592,20 19 23.1632,0.987497501,-3.86
3 55 49.99386,20 22 30.4497,0.987450966,-3.86
3 56 53.33168,20 25 36.3318,0.987404663,-3.86
3 57 56.71917,20 28 40.8036,0.987358591,-3.86
3 59 0.15612,20 31 43.8597,0.987312745,-3.86
4 0 3.64231,20 34 45.4945,0.987267124,-3.86
4 1 7.17753,20 37 45.7025,0.987221725,-3.86
4 2 10.76155,20 40 44.4781,0.987176545,-3.86
4 3 14.39411,20 43 41.8159,0.987131582,-3.86
4 4 18.07499,20 46 37.7104,0.987086833,-3.86
4 5 21.80394,20 49 32.1561,0.987042296,-3.86
4 6 25.58069,20 52 25.1477,0.986997969,-3.86
4 7 29.40499,20 55 16.6798,0.986953849,-3.86
4 8 33.27657,20 58 6.7469,0.986909935,-3.86
4 9 37.19515,21 0 55.3438,0.986866225,-3.86
4 10 41.16046,21 3 42.4651,0.986822716,-3.86
4 11 45.17220,21 6 28.1056,0.986779406,-3.86
4 12 49.23008,21 9 12.2600,0.986736294,-3.86
4 13 53.33381,21 11 54.9232,0.986693378,-3.86
4 14 57.48308,21 14 36.0899,0.986650656,-3.86
4 16 1.67757,21 17 15.7549,0.986608127,-3.86
4 17 5.91697,21 19 53.9132,0.986565789,-3.86
4 18 10.20095,21 22 30.5597,0.986523641,-3.86
4 19 14.52918,21 25 5.6894,0.986481682,-3.86
4 20 18.90133,21 27 39.2971,0.98643991,-3.86
4 21 23.31704,21 30 11.3780,0.986398325,-3.86
4 22 27.77599,21 32 41.9272,0.986356926,-3.86
4 23 32.27779,21 35 10.9396,0.986315711,-3.86
4 24 36.82211,21 37 38.4105,0.98627468,-3.86
4 25 41.40857,21 40 4.3351,0.986233833,-3.86
4 26 46.03679,21 42 28.7085,0.98619317,-3.86
4 27 50.70640,21 44 51.5261,0.986152689,-3.86
4 28 55.41701,21 47 12.7831,0.986112392,-3.86
4 30 0.16824,21 49 32.4749,0.986072278,-3.86
4 31 4.95969,21 51 50.5970,0.986032348,-3.86
4 32 9.79096,21 54 7.1447,0.985992602,-3.86
4 33 14.66165,21 56 22.1136,0.985953041,-3.86
4 34 19.57134,21 58 35.4992,0.985913666,-3.86
4 35 24.51962,22 0 47.2971,0.985874478,-3.86
4 36 29.50608,22 2 57.5030,0.985835478,-3.86
4 37 34.53028,22 5 6.1125,0.985796668,-3.86
4 38 39.59180,22 7 13.1215,0.985758049,-3.86
4 39 44.69022,22 9 18.5257,0.985719625,-3.86
4 40 49.82508,22 11 22.3210,0.985681396,-3.86
4 41 54.99597,22 13 24.5034,0.985643365,-3.86
4 43 0.20243,22 15 25.0687,0.985605535,-3.86
4 44 5.44402,22 17 24.0131,0.985567908,-3.86
4 45 10.72029,22 19 21.3326,0.985530488,-3.86
4 46 16.03080,22 21 17.0234,0.985493279,-3.86
4 47 21.37509,22 23 11.0816,0.985456283,-3.86
4 48 26.75270,22 25 3.5037,0.985419504,-3.86
4 49 32.16319,22 26 54.2858,0.985382946,-3.86
4 50 37.60609,22 28 43.4244,0.985346614,-3.86
4 51 43.08095,22 30 30.9160,0.985310512,-3.86
4 52 48.58731,22 32 16.7571,0.985274643,-3.86
4 53 54.12470,22 34 0.9441,0.985239014,-3.86
4 54 59.69267,22 35 43.4739,0.985203629,-3.86
4 56 5.29076,22 37 24.3430,0.985168492,-3.86
4 57 10.91850,22 39 3.5483,0.98513361,-3.86
4 58 16.57545,22 40 41.0866,0.985098987,-3.86
4 59 22.26112,22 42 16.9548,0.985064629,-3.86
5 0 27.97508,22 43 51.1497,0.985030542,-3.86
5 1 33.71685,22 45 23.6685,0.984996731,-3.86
5 2 39.48599,22 46 54.5082,0.984963202,-3.86
5 3 45.28204,22 48 23.6660,0.984929962,-3.86
5 4 51.10455,22 49 51.1390,0.984897015,-3.86
5 5 56.95306,22 51 16.9245,0.984864369,-3.86
5 7 2.82713,22 52 41.0198,0.984832028,-3.86
5 8 8.72631,22 54 3.4223,0.9848,-3.86
5 9 14.65016,22 55 24.1294,0.98476829,-3.86
5 10 20.59823,22 56 43.1387,0.984736904,-3.86
5 11 26.57008,22 58 0.4476,0.984705848,-3.86
5 12 32.56529,22 59 16.0537,0.984675127,-3.86
5 13 38.58341,23 0 29.9548,0.984644748,-3.86
5 14 44.62401,23 1 42.1485,0.984614716,-3.86
5 15 50.68667,23 2 52.6325,0.984585036,-3.86
5 16 56.77096,23 4 1.4047,0.984555712,-3.86
5 18 2.87646,23 5 8.4630,0.984526751,-3.86
5 19 9.00275,23 6 13.8051,0.984498157,-3.86
5 20 15.14940,23 7 17.4292,0.984469933,-3.86
5 21 21.31599,23 8 19.3331,0.984442084,-3.86
5 22 27.50212,23 9 19.5150,0.984414614,-3.86
5 23 33.70737,23 10 17.9728,0.984387526,-3.86
5 24 39.93131,23 11 14.7047,0.984360823,-3.86
5 25 46.17355,23 12 9.7089,0.984334507,-3.86
5 26 52.43365,23 13 2.9835,0.984308581,-3.86
5 27 58.71121,23 13 54.5269,0.984283047,-3.86
5 29 5.00580,23 14 44.3372,0.984257905,-3.86
5 30 11.31702,23 15 32.4128,0.984233158,-3.86
5 31 17.64444,23 16 18.7520,0.984208806,-3.86
5 32 23.98763,23 17 3.3532,0.984184849,-3.86
5 33 30.34618,23 17 46.2149,0.984161286,-3.86
5 34 36.71965,23 18 27.3355,0.984138119,-3.86
5 35 43.10760,23 19 6.7135,0.984115345,-3.86
5 36 49.50962,23 19 44.3474,0.984092965,-3.86
5 37 55.92524,23 20 20.2359,0.984070976,-3.86
5 39 2.35404,23 20 54.3775,0.984049376,-3.86
5 40 8.79555,23 21 26.7709,0.984028165,-3.86
5 41 15.24934,23 21 57.4147,0.98400734,-3.86
5 42 21.71493,23 22 26.3078,0.983986898,-3.86
5 43 28.19187,23 22 53.4490,0.983966837,-3.86
5 44 34.67968,23 23 18.8370,0.983947155,-3.86
5 45 41.17791,23 23 42.4707,0.983927848,-3.86
5 46 47.68606,23 24 4.3490,0.983908914,-3.86
5 47 54.20365,23 24 24.4710,0.983890349,-3.86
5 49 0.73021,23 24 42.8356,0.98387215,-3.86
5 50 7.26524,23 24 59.4420,0.983854315,-3.86
5 51 13.80824,23 25 14.2891,0.983836839,-3.86
5 52 20.35871,23 25 27.3763,0.983819719,-3.86
5 53 26.91616,23 25 38.7027,0.983802952,-3.86
5 54 33.48007,23 25 48.2676,0.983786535,-3.86
5 55 40.04993,23 25 56.0703,0.983770464,-3.86
5 56 46.62523,23 26 2.1103,0.983754735,-3.86
5 57 53.20545,23 26 6.3869,0.983739346,-3.86
5 58 59.79008,23 26 8.8997,0.983724292,-3.86
6 0 6.37857,23 26 9.6482,0.98370957,-3.86
6 1 12.97042,23 26 8.6321,0.983695177,-3.86
